filename,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9
068783.png,1.5070571179887082e-10,1.0,7.837684390388233e-10,2.2581035707958108e-08,4.50847004174193e-09,9.58173185239275e-09,8.109869220618293e-09,1.8568648008088218e-10,4.139315626372486e-11,4.383421681186661e-10
064124.png,1.1063969185265421e-11,1.0,2.9483302466104533e-09,2.869117210479999e-08,2.0355975238750545e-10,2.7703972449444336e-09,2.9237794407777074e-09,9.685519053448388e-11,9.50594186699405e-11,2.549152833264401e-10
095132.png,9.248492711954898e-15,1.0,2.8463655044053127e-12,9.600038541890399e-10,1.3571909980407415e-13,7.230866079510623e-12,1.4444601070806584e-10,1.537643710275427e-13,6.430191665587892e-14,3.655383016675645e-13
036001.png,1.0690350826791928e-09,1.0,1.1296408253258505e-09,4.257964647536028e-08,2.298596868399727e-10,8.831040898549247e-10,3.6511955681106656e-09,1.2359693823960072e-10,1.7525293716236234e-11,8.564249309728211e-11
001528.png,4.6358399757862045e-11,1.0,4.2009354328520487e-10,4.955140298079641e-08,4.724418634083349e-10,1.8905119691936534e-09,2.4361701544961534e-10,2.3500881796145734e-10,1.9824699173942584e-11,9.778106102587003e-11
095863.png,1.1723738424507246e-08,1.0,5.027691596382056e-09,5.2916888648724125e-08,2.6659768836978515e-10,1.0306161257744861e-08,1.0322076526847468e-08,2.2563457768853823e-09,3.245853585909231e-10,4.747471304966666e-10
088226.png,1.185431093564393e-12,1.0,2.8422944553518903e-10,2.2838063884478288e-08,9.117499810695762e-11,8.30647287064501e-11,4.437492734377102e-11,4.6150281513002156e-11,2.299212903400516e-12,5.875091385609821e-11
075637.png,2.7364477003799514e-11,1.0,3.991127983660192e-10,2.4013420585333733e-08,3.5845139356727174e-11,3.558242589463134e-10,6.593008916588872e-10,6.572163646634266e-11,1.2061706668176075e-11,4.24502412388339e-11
035606.png,7.493223706453445e-13,1.0,9.885671448106592e-11,1.2124988790773727e-09,1.1746926131470103e-12,2.249249397845432e-11,4.178595403719898e-12,5.146055023080853e-13,1.9508505054444125e-13,6.240780461852502e-13
018724.png,4.781038898116208e-10,1.0,3.7927123663905604e-09,2.3805696969247947e-08,6.137239327852484e-11,9.467369110893742e-10,8.720634214753886e-10,7.289351344752504e-10,4.139647305501093e-11,1.2389102244103611e-10
039647.png,6.562637260877635e-13,1.0,9.903353831441919e-11,3.3760954032402424e-09,3.8838425531206866e-11,1.3482394888020277e-11,8.072139311143811e-12,1.716939368456849e-10,8.269757491644047e-13,3.381995378193281e-11
070634.png,6.8602029439090995e-12,1.0,1.3106438156995637e-09,4.680508425281005e-09,2.8020674322504213e-11,6.44444775321773e-10,1.573111640951197e-09,1.001321386917553e-10,1.414611917188724e-11,1.6492938959000725e-11
067280.png,1.4686445419173633e-12,1.0,7.531215234779509e-11,3.5381242380339017e-09,1.6156700977099092e-11,2.765558268502666e-11,3.6750377047090055e-11,1.2265889692830712e-11,6.966637011197874e-13,6.389645756943452e-12
071832.png,2.216113577369061e-12,1.0,3.220629318789747e-11,1.6565870897267132e-10,5.007229982208206e-13,1.6146011611040123e-11,2.7414419692672887e-11,6.387570051884228e-13,1.81214662416454e-13,5.07820131431802e-13
071622.png,5.743630016041834e-10,1.0,1.0080211110263804e-09,1.855868170252961e-08,5.745119935340881e-10,9.650119592308215e-10,4.2707810621323006e-09,2.314443359185958e-10,5.4595522547273845e-11,1.814573769021166e-10
088273.png,5.907771494229053e-10,1.0,2.653442798816741e-09,2.34079422511968e-08,7.767614329523553e-11,2.2276864797277085e-09,1.6848856532192258e-08,1.1103384878197176e-09,8.068849061126926e-11,2.464694559556335e-10
079746.png,2.884772282163439e-12,1.0,3.090340483513643e-10,1.0545495143787775e-08,2.4270741666443385e-11,1.2196706977718463e-09,8.808578172425641e-11,3.7400235686213534e-11,6.5242876205739986e-12,1.9207612930727258e-11
058719.png,9.296055036855932e-10,1.0,1.3656095143588232e-09,5.2052389065693205e-08,1.5403415210002436e-09,3.236878542978161e-09,4.045600299207308e-09,9.021085545235508e-10,9.405359824299353e-11,7.501099741347161e-10
001743.png,1.4120875579948233e-09,1.0,3.4818076199982784e-10,5.527647672920466e-08,3.143312346520766e-11,1.5129850705619674e-09,1.359875656525844e-09,9.842511528024289e-11,4.5985441149420936e-11,9.240030962587298e-11
021262.png,5.472882591561756e-09,1.0,2.7173725491991263e-09,1.2391075721041034e-08,5.863817764684143e-11,2.5742143971996256e-09,1.9884591750951586e-09,2.608688542959925e-10,5.447423762072745e-11,1.1863167392878182e-10
049957.png,1.1162980262380273e-11,1.0,1.474898314590689e-09,1.409058736356883e-08,3.812654358892331e-11,3.659085534568618e-10,9.80188152865935e-10,3.4914267657559783e-12,5.0857547340132925e-12,2.453043497496754e-11
086955.png,3.444772678912189e-12,1.0,2.95306591679978e-11,3.2776956704339e-09,4.615272573837981e-12,1.1711084324517174e-09,4.412308365897566e-11,2.1921268619773393e-11,2.463706148814193e-11,1.4385781628434291e-11
094079.png,3.1180776710604263e-11,1.0,9.940337442060354e-10,2.807833610063426e-08,7.057805034849096e-11,4.597003055994975e-10,5.308950501436982e-10,1.6456308538081998e-10,1.4830860498027398e-11,1.4235473910773067e-10
087412.png,1.8850839292317012e-11,1.0,3.1046809567669698e-09,2.6072338954463703e-08,7.631888870873738e-11,4.044267498670706e-08,1.9210599777608195e-09,9.523477562112248e-10,2.125934671359797e-11,1.1870114613454774e-10
020046.png,2.3966655483126376e-12,1.0,1.833801444028893e-09,7.922199785070916e-09,1.3607435490892161e-11,2.9218644864714705e-11,8.30926161210499e-11,1.6120932713747926e-11,2.5414167298398738e-12,1.7734039930994427e-11
034571.png,1.8153839542733863e-10,1.0,6.336327462719282e-09,1.782886194234834e-08,5.4126664955633785e-11,1.0200589262154836e-09,7.762927189958191e-09,1.6100229482951534e-10,3.110248864013343e-11,1.1583340536747144e-10
023215.png,6.29098817483964e-09,1.0,7.376429467242929e-10,4.660929420197135e-08,2.999003823056512e-11,8.344747115529572e-10,1.7504698801573682e-09,2.8576888078113427e-10,5.1117915456089236e-11,1.31157848470842e-10
050832.png,1.337502504583643e-11,1.0,6.914093741983152e-10,1.9871292167294996e-08,1.666658130949905e-11,1.169554786351057e-09,1.6810915326459508e-08,2.983736868689135e-10,8.11072216333475e-12,6.055311807529051e-11
041117.png,2.7336372054875824e-10,1.0,3.5781104745780112e-09,4.440284939732919e-08,9.635915676486917e-11,7.4535684291277e-09,1.1217701434418359e-08,2.940645782434359e-10,7.290808234916568e-11,1.0691650342842252e-10
018287.png,7.279982866537082e-11,1.0,5.701988325945706e-10,2.833501255850024e-08,7.640890004045886e-11,2.0790913435320135e-09,5.192058338820971e-09,3.935031814283896e-11,1.194319036029734e-11,4.7888668724960226e-11
002554.png,4.0426439973373363e-10,1.0,1.2626458101294702e-08,3.670301040870072e-08,4.250736221345086e-11,3.958935956838161e-10,1.541061500631713e-09,1.6924271706297844e-10,3.554584404596994e-11,1.2888870526417406e-10
050134.png,5.734554676820394e-14,1.0,1.6610568823183236e-11,4.29098179210996e-09,3.0239317994062986e-11,5.830671362394568e-11,1.566519830520363e-11,6.016454261875692e-12,1.4274224976931066e-13,1.2754573872758579e-12
041875.png,2.4978759061156097e-09,1.0,2.5506619039106226e-09,2.811434818283942e-08,1.2563432238987815e-10,1.0121440352506283e-09,1.319417575196269e-09,1.2074884425672394e-09,5.726824223173388e-11,3.1989036419766137e-10
024863.png,1.7182013589689404e-09,1.0,3.346138033322177e-09,2.935621701283253e-08,5.757855858767869e-10,1.498416857259599e-08,1.0101171010745702e-09,5.275420988937185e-09,1.406275651483213e-10,3.3979810631912244e-10
095444.png,3.870095910407656e-11,1.0,7.938759094550107e-10,3.2940111083235024e-08,5.94408411380698e-11,4.18278789382498e-09,7.090126707964828e-09,7.469842799867621e-11,1.7628383128243108e-11,5.561554342059516e-11
066875.png,1.1132220145704252e-10,1.0,1.414635697472022e-08,2.7563942239794414e-08,7.627581899427582e-11,8.967509512736171e-10,1.9826694952485013e-08,6.56080398342418e-11,3.647913221493937e-11,1.1935431809551034e-10
072586.png,4.464877356724628e-09,1.0,5.929346791333501e-09,4.840216405455067e-08,2.2738506910702228e-10,2.3315871455764636e-09,1.164661811436929e-09,3.31924954188878e-09,9.018706614849492e-11,3.5941344345147286e-10
060184.png,8.951863555983763e-12,1.0,9.431502245860202e-10,1.2661547366121795e-08,1.8864192152800996e-10,5.81042491898387e-10,1.2097429724633457e-09,1.3551773418718494e-11,3.541400245971049e-12,3.6195244718095765e-11
054985.png,1.9640393478237428e-11,1.0,4.0921546706762513e-10,1.61925122199591e-08,1.4529089736869949e-11,3.8822394188287035e-09,3.6212255416501193e-10,2.597408399473977e-10,1.344244073692158e-11,4.5251614955166275e-11
029607.png,1.2286617556700463e-10,1.0,1.691643936041487e-09,5.391767743390119e-08,4.1765674252403073e-10,2.6106958816995984e-09,8.619073454951831e-09,9.817537061085346e-11,8.907245080402859e-11,1.7228901638688399e-10
055310.png,6.115691980612681e-11,1.0,3.810867732489953e-10,1.2814976635411313e-08,1.1232807045624682e-10,1.1026396462554544e-09,6.982304734393097e-10,4.152943267055065e-10,3.038177001646325e-11,1.2769994783834449e-10
056336.png,7.438464427744762e-11,1.0,1.4403503945104035e-09,4.4186656111833145e-08,5.219301102421525e-10,3.27294191748706e-09,1.0649932047357424e-09,4.456528757135203e-10,3.991316305240744e-11,1.6240066236239414e-10
050337.png,2.1968409036343672e-10,1.0,6.012815578770869e-09,2.9136767665249863e-08,2.5241828072175565e-10,2.1565025321024223e-08,5.035743377845847e-09,1.903690316495954e-09,1.3220720351814208e-10,1.7764789639329592e-10
053405.png,4.800423947237675e-12,1.0,4.4432457713128315e-10,1.7841072619262377e-08,1.2580410324591895e-10,1.1695965029812072e-10,4.855882015930568e-11,6.802303165187595e-11,2.0390343059839555e-12,2.8276769814539193e-11
071418.png,2.2324024573361356e-10,1.0,2.7015847336997467e-09,4.990033630747348e-08,3.5007996501690286e-10,1.4320674424084245e-08,7.016147107741233e-10,7.836907234270996e-10,4.465077613202695e-11,1.793666049021425e-10
019188.png,5.926776945738496e-14,1.0,3.7605672048579564e-11,1.5479637571758076e-09,2.960298293389757e-13,1.47622244289769e-11,2.66878019683503e-10,4.508581008533241e-13,4.076116614376568e-13,1.2761654797147082e-12
014525.png,7.255253342552948e-11,1.0,2.0211629592203906e-10,8.556829023120827e-09,1.8226758644046548e-11,3.839907003477805e-10,6.372283811728607e-10,4.743103913101843e-12,3.9159595704996164e-12,1.3466769366310416e-11
058214.png,1.2749726946946482e-13,1.0,6.70204378105943e-11,3.2475955258348677e-09,1.7215972571149596e-12,1.3130603548905384e-10,4.121449848071279e-10,8.522589643560063e-13,6.322382938364624e-13,2.789981570425204e-12
043332.png,3.113172386548513e-09,1.0,4.2733191985000474e-11,7.380472677454009e-09,8.506516671613618e-12,8.778287818866914e-11,1.0660922145078189e-10,9.70302484193386e-12,5.799999803351996e-12,1.998315922457916e-11
027536.png,5.367943242684525e-11,1.0,6.1823262065274776e-09,3.977566720436698e-08,6.006725117302381e-10,4.577913603753814e-09,8.148771435401159e-09,1.660655363222574e-10,3.0256859517852064e-11,1.6870836672122635e-10
065152.png,1.1191441003088887e-11,1.0,1.4254772917610126e-09,1.799729965057395e-08,2.194695467028218e-11,7.482409136727597e-10,8.798495265693873e-09,2.340795092481418e-11,1.067522112374597e-11,3.6320627061492416e-11
045171.png,2.10262206951084e-11,1.0,1.1498707541690578e-09,2.2175809633040444e-08,1.217405776882119e-11,4.690730026624124e-10,5.045492024180476e-09,6.470161212357439e-11,2.5376884621453044e-11,3.5296616324176355e-11
063269.png,9.036350660796e-12,1.0,7.53505535744381e-10,7.847621219525536e-09,9.193388238182276e-12,1.591906190201442e-10,5.781932571613524e-11,8.554465295851355e-12,2.360467290379864e-12,5.1881502566297755e-12
096321.png,1.595063942039232e-10,1.0,5.439286798747389e-10,9.928764477251661e-09,1.0944319062122787e-10,6.341405178744708e-09,6.232653837479063e-10,2.364268225640842e-10,3.3975641744454776e-11,5.914420342367777e-11
040733.png,1.9387153341043906e-11,1.0,4.034763634308547e-10,2.0354365304342537e-08,2.988257558067531e-11,9.867516803652165e-10,1.234871871425014e-09,6.983397193849328e-10,1.316460048611523e-11,6.948383535210212e-11
061302.png,1.5788875415423398e-11,1.0,2.1575052855382637e-09,1.0628792068700932e-08,2.308714851240179e-11,1.3445120572441738e-09,6.933682961118848e-09,4.282947954625804e-11,2.895777020950341e-11,4.573039169564197e-11
014421.png,2.9230794867940446e-11,1.0,1.3955875344251467e-10,5.1712962800820605e-08,7.273598390256097e-11,9.284736535164484e-09,9.787290977669727e-10,4.18780531086238e-11,4.075996484775857e-11,3.820290264688886e-11
057358.png,2.714153207739045e-11,1.0,1.2257365122891883e-09,1.3109395347044028e-08,1.6102347233371006e-10,3.944910176301164e-09,9.103984788261243e-10,1.6986072270963604e-10,2.3240015814551818e-11,7.177788224899118e-11
032301.png,7.844560417913371e-11,1.0,1.7234134119803457e-09,2.7388274759232445e-08,3.767897799322739e-11,5.08626474271523e-10,4.607589865202044e-10,1.8348607355722635e-10,1.4627968975000627e-11,1.0442882669714493e-10
012717.png,8.028444575813865e-11,1.0,1.6091610266499856e-09,2.7019311232834298e-08,3.311469987110627e-10,3.894565558937302e-09,2.6447721790390233e-09,4.1706452180712006e-10,4.180885845861404e-11,3.8447953154552295e-10
092623.png,4.259732757500023e-13,1.0,1.7037632416005977e-10,1.4944637527491977e-08,3.862947722116372e-12,4.3564496454706614e-10,3.9480396729629774e-10,6.430349308583772e-11,1.1488124904493469e-12,3.304639331278003e-12
040102.png,2.305276192160477e-09,1.0,1.935491766857922e-09,4.889459148671449e-08,1.9975698872798375e-10,3.676331461477389e-09,1.4337666609520738e-09,2.1995545385067317e-09,1.1565415292125181e-10,7.465075224644124e-10
021118.png,2.8383150864341733e-12,1.0,6.71289343556758e-11,2.5206525755550047e-09,1.1182244366580996e-11,1.6196233243448432e-10,1.09014576879507e-11,2.4448365207319078e-11,2.6523457909155557e-12,7.77164096965599e-12
041635.png,3.3745129086881764e-12,1.0,2.7839827665410155e-10,8.135168094725032e-09,7.153364706136145e-11,3.8446193451058264e-10,6.419467041274274e-11,2.3193121034825737e-11,1.0458365944099324e-11,1.8850480204557485e-11
088905.png,3.7822120435571094e-11,1.0,5.978961215014067e-10,6.265613361478017e-09,2.6803650965412373e-10,4.716873558407997e-10,2.0452529947423415e-10,5.836613831133874e-11,7.6887211875043e-12,4.6944146486760374e-11
012998.png,3.6406580528058896e-10,1.0,8.535963935685231e-09,3.8888149589411114e-08,1.6411297321106133e-10,9.067078643454352e-09,5.288820936755201e-09,1.856719639148352e-10,5.49337519917259e-11,1.6464471452870555e-10
073011.png,1.0520292276217091e-10,1.0,1.943442151999819e-12,1.196365340128125e-09,2.0567981996386098e-13,1.3198239376399634e-11,1.3729574768750474e-11,2.0289282406937836e-12,3.158767193124634e-13,5.058374509189778e-13
011799.png,8.94836375137098e-12,1.0,1.0805307343320081e-10,5.859966289989416e-09,8.183805196015914e-12,2.760890127628812e-10,1.5287764110194502e-10,6.348257856891859e-12,1.06677921704601e-11,1.4832388789409734e-11
062433.png,6.680844766293603e-11,1.0,9.354283320162082e-11,3.805627457609262e-08,2.6750979903455985e-11,2.532911935748672e-10,3.0230529191044297e-09,2.7160175150586774e-11,1.069021780819579e-11,5.7869858210990444e-11
075478.png,1.771343738354858e-09,1.0,3.7517999817993086e-10,4.000643727408715e-08,7.374358068634734e-11,2.8020208375778566e-10,5.050823648211633e-10,2.083341832381791e-10,2.4734480089105837e-11,1.2556414241693403e-10
016443.png,1.0,3.902026965429961e-11,2.3637470832667956e-16,6.228830340404556e-09,5.089041114169576e-17,4.905969429530935e-14,1.0598955032728582e-15,1.781441048787026e-16,4.938365559851391e-15,9.783006077056147e-16
096000.png,0.9999998807907104,3.0745805901233325e-08,7.620457948475864e-14,7.046422467738012e-08,2.0554753713442238e-14,2.4805012210915578e-11,5.658414817429069e-13,1.4754045424628104e-13,8.55718599278299e-13,4.155321377784238e-13
041474.png,0.9999997615814209,7.870437457313528e-08,1.5111496776132327e-10,1.528329391931038e-07,4.655501678607621e-11,4.517981100349289e-09,8.004197304956051e-10,4.4655298903073515e-10,6.092059634532632e-10,8.480178365077862e-11
087713.png,0.9999997615814209,1.0733468513990374e-07,3.846134868923379e-11,1.4304613671356492e-07,1.876327218597318e-11,1.818413197796076e-09,2.1528337446063972e-10,1.1416160378141527e-10,2.4832194633894744e-10,4.208286150109153e-11
067078.png,0.9999997615814209,6.872893010267944e-08,1.52689200259154e-12,2.232654452427596e-07,7.820722151483106e-13,3.325913988661e-10,8.106173718380738e-12,3.0846304243520306e-12,1.5349051890600762e-11,5.1734944453429854e-12
027419.png,0.9999996423721313,7.250748002007867e-09,6.089424212270267e-13,3.572527873529907e-07,1.7103957410547627e-13,2.45212239402548e-10,1.3580716412553429e-12,8.905669712962194e-13,8.142588166226705e-12,3.2933749043867477e-12
086663.png,0.9999996423721313,8.290132313959475e-08,2.0936921901054673e-12,3.1786598242433683e-07,6.94029469311408e-13,2.8904306725863194e-10,1.61849492141819e-11,3.4169863119548616e-12,1.8484566308152317e-11,5.198718192045426e-12
018398.png,0.9999996423721313,3.9574135968223345e-08,4.815277950681596e-12,2.898334798828728e-07,2.0671144917300266e-12,9.476236462191423e-10,2.2227176696421047e-11,5.691190574363958e-12,4.347215989963793e-11,1.426424516698388e-11
010762.png,0.9999996423721313,1.1997475013458825e-08,3.786958593932077e-12,3.480550105905422e-07,1.5862695271900984e-12,9.344387486009964e-10,1.5182213125575217e-11,7.237031720425113e-12,3.5511340396032764e-11,1.027885415672003e-11
061279.png,0.9999995231628418,5.322407758967529e-08,1.8687593248030432e-14,4.729233467060112e-07,3.609099391549799e-15,1.0467500997923818e-11,1.0311143486350233e-13,3.949226742069184e-14,4.184341404183528e-13,3.163456367520634e-13
054345.png,0.9999995231628418,2.0024356217618333e-07,1.7672729946127674e-09,2.427434253604588e-07,7.453874184548681e-10,1.7931675699855987e-08,1.6335105712528275e-08,1.955969164413318e-09,5.89309623322265e-09,7.00045021950757e-10
067217.png,0.9999995231628418,3.524991143422085e-07,7.534498198957795e-12,7.652084832443506e-08,3.302936700186332e-12,2.7070974351062205e-09,9.62931540060552e-11,2.1383330869872985e-11,6.918256245658227e-11,1.3075033243603595e-11
088598.png,0.9999994039535522,1.8268724488734733e-07,6.89402365489783e-13,3.8179942407623457e-07,3.337027919617097e-13,1.3160354750407777e-10,6.221882384305211e-12,2.3485607989620627e-12,1.2314429857773757e-11,4.226018406744414e-12
098153.png,0.9999994039535522,1.3968584511303561e-08,5.715578184350978e-12,5.46725118510949e-07,1.6829414381178132e-12,7.208807994985023e-10,1.353419980254511e-11,4.967921473503223e-12,5.051810358924769e-11,1.9424673675105808e-11
007148.png,0.9999992847442627,1.9730107325699464e-08,1.4860063049862426e-12,7.526242598032695e-07,3.4401593986682633e-13,8.010836993754822e-10,5.100595293350274e-12,3.2919545995407917e-12,2.0446654785954976e-11,8.115048563683835e-12
051895.png,0.9999992847442627,5.332344343855766e-08,9.3277772658662e-12,6.289880616350274e-07,3.747688357563783e-12,1.0410761142054525e-09,3.123861586074028e-11,1.858290431255849e-11,8.626015873813841e-11,3.062745543291889e-11
075409.png,0.9999992847442627,8.854875943598017e-08,1.0306816511373995e-09,4.880848223365319e-07,6.730032087176596e-10,8.300730058863337e-08,4.7610089204397354e-09,1.4087022659481363e-09,3.643206625270068e-09,5.599040120429777e-10
053334.png,0.9999991655349731,2.206247451397303e-08,4.013472280212094e-12,8.380098392990476e-07,5.703290487449331e-13,4.828496491526835e-10,6.5033473398146135e-12,3.8068289839876535e-12,3.956703367724579e-11,1.609339224384332e-11
093166.png,0.9999991655349731,1.3766373818668853e-08,6.7943068705889065e-12,8.307924872497097e-07,2.697994388664582e-12,9.873231121559911e-10,1.6336852010079284e-11,1.0055478151527186e-11,7.593448786424872e-11,2.4532098574781003e-11
060408.png,0.9999991655349731,5.919020509281836e-07,1.3340446802789785e-10,2.8614789471248514e-07,4.1646141396567415e-11,5.489490195742519e-09,7.977032367989523e-10,3.3052890979767824e-10,6.092242266220183e-10,1.456226528251392e-10
069621.png,0.9999990463256836,3.4226357570332766e-07,1.2498015860076817e-12,6.541892503264535e-07,5.119216682503147e-13,4.979080481248843e-10,1.0299749768349908e-11,2.7819285503688507e-12,2.2583480224769303e-11,7.856796810368216e-12
008219.png,0.9999990463256836,5.571492920353194e-07,4.624553628929107e-09,4.097897488009039e-07,2.060892123623148e-09,3.379908264378173e-08,1.837732810372472e-08,3.904685019762155e-09,1.111524738917069e-08,1.4896294198152304e-09
094543.png,0.9999990463256836,4.495701091400406e-07,2.2436429450434225e-11,4.981900474376744e-07,5.99314131308204e-12,1.1070914185395964e-09,1.3717424418580038e-10,5.38950273298866e-11,1.5244946971471052e-10,4.935658826088485e-11
